Preditcted_Index,Preditcted_Failure,Preditcted_Affected_Component_Uid,"	Preditcted_Affected_Component","	Preditcted_Utility_Drop","	Preditcted_Rule",Preditcted_Utility_Increase,CycleID,CycleSize,Optimal_Index ,Optimal_Failure,Optimal_Affected_Component_Uid,Optimal_Affected_Component,Optimal_Utility_Drop,Optimal_Rule,Optimal_Utility_Increase,CycleID,CycleSize
13,CF3,_SFKZLecdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,230.0286255,34.1,16,13,CF3,_SFJzXecdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,235.3388632,34.1,16
14,CF3,_SFJzXecdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,229.6420441,34.1,16,14,CF3,_SFKZLecdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,235.3388632,34.1,16
15,CF3,_SFKZ0ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,34.1,16,15,CF3,_SFKZ0ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,34.1,16
16,CF3,_SFKacecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,222.7250824,34.1,16,16,CF3,_SFKacecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,34.1,16
1,CF2,_SEu7mecdEeet0YmmfbMwkw,Reputation Service,224.4356896,RestartComponent,223.225708,35.1,20,1,CF2,_SEu7mecdEeet0YmmfbMwkw,Reputation Service,224.4356896,RestartComponent,224.4356896,35.1,20
2,CF1,_SEz0becdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,133.945694,35.1,20,2,CF1,_SEz0becdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,129.7531016,35.1,20
3,CF1,_SEzM9-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.6928024,35.1,20,3,CF1,_SEuUO-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,35.1,20
4,CF1,_SEuUO-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,35.1,20,4,CF1,_SEu7g-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,35.1,20
5,CF1,_SEwwnecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,35.1,20,5,CF1,_SEzM9-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,35.1,20
6,CF1,_SEu7g-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,118.7711487,35.1,20,6,CF1,_SEwwnecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,35.1,20
7,CF1,_SEz0QOcdEeet0YmmfbMwkw,Item Management Service,96.46300559,RestartComponent,98.50447083,35.1,20,7,CF1,_SEuUY-cdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,RestartComponent,96.96008424,35.1,20
8,CF5,_SEu7lecdEeet0YmmfbMwkw,Inventory Service,118.6445712,AddReplica,140.6082001,35.1,20,8,CF1,_SE0bVucdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,RestartComponent,96.96008424,35.1,20
9,CF1,_SEuUY-cdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,RestartComponent,96.71607208,35.1,20,9,CF1,_SEz0QOcdEeet0YmmfbMwkw,Item Management Service,96.46300559,RestartComponent,96.46300559,35.1,20
10,CF1,_SE0bVucdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,RestartComponent,96.71607208,35.1,20,10,CF5,_SEu7lecdEeet0YmmfbMwkw,Inventory Service,118.6445712,AddReplica,129.5836221,35.1,20
11,CF5,_SEwwr-cdEeet0YmmfbMwkw,Inventory Service,69.32256664,AddReplica,136.5210571,35.1,20,11,CF5,_SEwwr-cdEeet0YmmfbMwkw,Inventory Service,69.32256664,AddReplica,129.5836221,35.1,20
12,CF2,_SEu7uucdEeet0YmmfbMwkw,Region Item Filter,81.91708472,RestartComponent,82.67079163,35.1,20,12,CF2,_SEu7uucdEeet0YmmfbMwkw,Region Item Filter,81.91708472,RestartComponent,81.91708472,35.1,20
13,CF5,_SEvinOcdEeet0YmmfbMwkw,Item Management Service,96.46300559,AddReplica,99.2405777,35.1,20,13,CF5,_SEvinOcdEeet0YmmfbMwkw,Item Management Service,96.46300559,AddReplica,97.37015589,35.1,20
14,CF5,_SE9lYOcdEeet0YmmfbMwkw,Item Management Service,96.46300559,AddReplica,98.50447083,35.1,20,14,CF5,_SE9lYOcdEeet0YmmfbMwkw,Item Management Service,96.46300559,AddReplica,97.37015589,35.1,20
15,CF3,_SEvirucdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,230.0286255,35.1,20,15,CF3,_SEvirucdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,235.3388632,35.1,20
16,CF2,_SEx-qecdEeet0YmmfbMwkw,Availability Item Filter,45.10303805,RestartComponent,46.89916992,35.1,20,16,CF2,_SEuUbecdEeet0YmmfbMwkw,Availability Item Filter,45.10303805,RestartComponent,45.10303805,35.1,20
17,CF2,_SEuUbecdEeet0YmmfbMwkw,Availability Item Filter,45.10303805,RestartComponent,45.86231232,35.1,20,17,CF2,_SEx-qecdEeet0YmmfbMwkw,Availability Item Filter,45.10303805,RestartComponent,45.10303805,35.1,20
18,CF3,_SEu7sOcdEeet0YmmfbMwkw,Buy Now Item Filter,111.1947309,HwRedeployComponent,109.9919891,35.1,20,18,CF3,_SEu7sOcdEeet0YmmfbMwkw,Buy Now Item Filter,111.1947309,HwRedeployComponent,111.1947309,35.1,20
19,CF3,_SE5TwucdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,HwRedeployComponent,96.71607208,35.1,20,19,CF3,_SE5TwucdEeet0YmmfbMwkw,Past Sales Item Filter,96.96008424,HwRedeployComponent,96.96008424,35.1,20
20,CF3,_SEvi3ucdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,HwRedeployComponent,92.80956268,35.1,20,20,CF3,_SEvi3ucdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,HwRedeployComponent,94.41692189,35.1,20
1,CF5,_SFLAhecdEeet0YmmfbMwkw,Query Service,634.1534686,AddReplica,639.4398804,36.1,17,1,CF5,_SFLAhecdEeet0YmmfbMwkw,Query Service,634.1534686,AddReplica,640.1085681,36.1,17
2,CF5,_SFKad-cdEeet0YmmfbMwkw,Persistence Service,16.8641171,AddReplica,342.5065613,36.1,17,2,CF5,_SFKad-cdEeet0YmmfbMwkw,Persistence Service,16.8641171,AddReplica,327.7923081,36.1,17
3,CF5,_SFLBI-cdEeet0YmmfbMwkw,Persistence Service,37.7759636,AddReplica,242.4920807,36.1,17,3,CF5,_SFLBI-cdEeet0YmmfbMwkw,Persistence Service,37.7759636,AddReplica,245.8442311,36.1,17
4,CF5,_SFLAfecdEeet0YmmfbMwkw,Reputation Service,139.446869,AddReplica,198.7075348,36.1,17,4,CF5,_SFLAfecdEeet0YmmfbMwkw,Reputation Service,139.446869,AddReplica,194.6543182,36.1,17
5,CF2,_SFLBNOcdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,133.7455902,36.1,17,5,CF2,_SFLBNOcdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,129.7531016,36.1,17
6,CF2,_SFKakucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,102.1155396,36.1,17,6,CF2,_SFKakucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,103.0166319,36.1,17
7,CF5,_SFLBGecdEeet0YmmfbMwkw,Inventory Service,84.67754142,AddReplica,136.5210571,36.1,17,7,CF5,_SFLBGecdEeet0YmmfbMwkw,Inventory Service,84.67754142,AddReplica,129.5836221,36.1,17
8,CF5,_SFKafecdEeet0YmmfbMwkw,Last Second Sales Item Filter,65.34924098,AddReplica,80.07095337,36.1,17,8,CF5,_SFLAtecdEeet0YmmfbMwkw,Recommendation Item Filter,40.90747801,AddReplica,77.09680729,36.1,17
9,CF5,_SFLAtecdEeet0YmmfbMwkw,Recommendation Item Filter,40.90747801,AddReplica,77.28165436,36.1,17,9,CF5,_SFKafecdEeet0YmmfbMwkw,Last Second Sales Item Filter,65.34924098,AddReplica,73.6380925,36.1,17
10,CF5,_SFKarucdEeet0YmmfbMwkw,Future Sales Item Filter,49.49125717,AddReplica,72.6900177,36.1,17,10,CF5,_SFKarucdEeet0YmmfbMwkw,Future Sales Item Filter,49.49125717,AddReplica,71.55299765,36.1,17
11,CF2,_SFLAmecdEeet0YmmfbMwkw,Availability Item Filter,45.10303805,RestartComponent,45.86231232,36.1,17,11,CF2,_SFLAmecdEeet0YmmfbMwkw,Availability Item Filter,45.10303805,RestartComponent,45.10303805,36.1,17
12,CF1,_SFKaYucdEeet0YmmfbMwkw,Authentication Service,186.711669,ReplaceComponent,203.8040466,36.1,17,12,CF1,_SFKaYucdEeet0YmmfbMwkw,Authentication Service,186.711669,ReplaceComponent,215.2675713,36.1,17
13,CF5,_SFLBT-cdEeet0YmmfbMwkw,Category Item Filter,12.93827867,AddReplica,47.54130173,36.1,17,13,CF1,_SFLAbucdEeet0YmmfbMwkw,Authentication Service,158.5657034,ReplaceComponent,182.8169286,36.1,17
14,CF1,_SFLAbucdEeet0YmmfbMwkw,Authentication Service,158.5657034,ReplaceComponent,168.8736572,36.1,17,14,CF1,_SFLBDucdEeet0YmmfbMwkw,Authentication Service,158.5657034,ReplaceComponent,182.8169286,36.1,17
15,CF1,_SFLBDucdEeet0YmmfbMwkw,Authentication Service,158.5657034,ReplaceComponent,166.3175812,36.1,17,15,CF3,_SFLn4ucdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,175.1805217,36.1,17
16,CF3,_SFLn4ucdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,160.3292084,36.1,17,16,CF3,_SFLnQucdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,175.1805217,36.1,17
17,CF3,_SFLnQucdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,160.3292084,36.1,17,17,CF5,_SFLBT-cdEeet0YmmfbMwkw,Category Item Filter,12.93827867,AddReplica,46.36503532,36.1,17
1,CF1,_SFLBp-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,37.1,10,1,CF1,_SFLBp-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,37.1,10
2,CF5,_SFOD--cdEeet0YmmfbMwkw,Authentication Service,30.70069622,AddReplica,133.5107269,37.1,10,2,CF5,_SFOD--cdEeet0YmmfbMwkw,Authentication Service,30.70069622,AddReplica,132.1380862,37.1,10
3,CF5,_SFNeLecdEeet0YmmfbMwkw,Authentication Service,86.73472883,AddReplica,133.5107269,37.1,10,3,CF5,_SFNeLecdEeet0YmmfbMwkw,Authentication Service,86.73472883,AddReplica,132.1380862,37.1,10
4,CF5,_SFNdjecdEeet0YmmfbMwkw,Authentication Service,40.50292417,AddReplica,133.5107269,37.1,10,4,CF5,_SFNdjecdEeet0YmmfbMwkw,Authentication Service,40.50292417,AddReplica,132.1380862,37.1,10
5,CF5,_SFM2TOcdEeet0YmmfbMwkw,Authentication Service,96.61512726,AddReplica,133.5107269,37.1,10,5,CF5,_SFM2TOcdEeet0YmmfbMwkw,Authentication Service,96.61512726,AddReplica,132.1380862,37.1,10
6,CF5,_SFLB4-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,69.12264755,AddReplica,109.3945236,37.1,10,6,CF5,_SFLB4-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,69.12264755,AddReplica,107.0603777,37.1,10
7,CF3,_SFNc7ecdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,160.4672852,37.1,10,7,CF3,_SFOFO-cdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,175.1805217,37.1,10
8,CF3,_SFOFO-cdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,160.3292084,37.1,10,8,CF3,_SFOEm-cdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,175.1805217,37.1,10
9,CF3,_SFM27OcdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,160.3292084,37.1,10,9,CF3,_SFNc7ecdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,175.1805217,37.1,10
10,CF3,_SFOEm-cdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,157.937439,37.1,10,10,CF3,_SFM27OcdEeet0YmmfbMwkw,Authentication Service,151.9422892,ReplaceComponent,175.1805217,37.1,10
1,CF1,_SFLnV-cdEeet0YmmfbMwkw,Persistence Service,257.7940649,RestartComponent,258.3753357,38.1,10,1,CF1,_SFLnV-cdEeet0YmmfbMwkw,Persistence Service,257.7940649,RestartComponent,257.7940649,38.1,10
2,CF1,_SFLn9-cdEeet0YmmfbMwkw,Persistence Service,257.7940649,RestartComponent,258.3753357,38.1,10,2,CF1,_SFLn9-cdEeet0YmmfbMwkw,Persistence Service,257.7940649,RestartComponent,257.7940649,38.1,10
3,CF2,_SFLnaOcdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,133.945694,38.1,10,3,CF2,_SFLnaOcdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,129.7531016,38.1,10
4,CF2,_SFLoCOcdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,133.945694,38.1,10,4,CF2,_SFLoCOcdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,129.7531016,38.1,10
5,CF5,_SFLohecdEeet0YmmfbMwkw,Bid and Buy Service,125.7516626,AddReplica,173.4966431,38.1,10,5,CF5,_SFLohecdEeet0YmmfbMwkw,Bid and Buy Service,125.7516626,AddReplica,171.7496872,38.1,10
6,CF5,_SFLnO-cdEeet0YmmfbMwkw,Item Management Service,60.79315195,AddReplica,95.69760895,38.1,10,6,CF5,_SFLnO-cdEeet0YmmfbMwkw,Item Management Service,60.79315195,AddReplica,96.46300559,38.1,10
7,CF5,_SFLn2-cdEeet0YmmfbMwkw,Item Management Service,48.08613133,AddReplica,95.69760895,38.1,10,7,CF5,_SFLn2-cdEeet0YmmfbMwkw,Item Management Service,48.08613133,AddReplica,96.46300559,38.1,10
8,CF5,_SFLoHecdEeet0YmmfbMwkw,Comment Item Filter,31.35329423,AddReplica,82.10028076,38.1,10,8,CF5,_SFLoHecdEeet0YmmfbMwkw,Comment Item Filter,31.35329423,AddReplica,82.43841662,38.1,10
9,CF3,_SFLBuecdEeet0YmmfbMwkw,Inventory Service,176.5041474,HwRedeployComponent,176.948288,38.1,10,9,CF3,_SFLBuecdEeet0YmmfbMwkw,Inventory Service,176.5041474,HwRedeployComponent,176.5041474,38.1,10
10,CF3,_SFLn7ecdEeet0YmmfbMwkw,Inventory Service,176.5041474,HwRedeployComponent,176.3755341,38.1,10,10,CF3,_SFLn7ecdEeet0YmmfbMwkw,Inventory Service,176.5041474,HwRedeployComponent,176.5041474,38.1,10
1,CF5,_SFLnO-cdEeet0YmmfbMwkw,Item Management Service,96.46300559,AddReplica,98.50447083,39.1,3,1,CF5,_SFLnO-cdEeet0YmmfbMwkw,Item Management Service,96.46300559,AddReplica,97.37015589,39.1,3
2,CF3,_SFLn8ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,39.1,3,2,CF3,_SFLn8ecdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,39.1,3
3,CF3,_SFLng-cdEeet0YmmfbMwkw,Category Item Filter,60.33906335,HwRedeployComponent,61.11837006,39.1,3,3,CF3,_SFLng-cdEeet0YmmfbMwkw,Category Item Filter,60.33906335,HwRedeployComponent,60.33906335,39.1,3
1,CF2,_SFLomecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,634.9484253,40.1,9,1,CF2,_SFLomecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,638.4602918,40.1,9
2,CF2,_SFLosucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,102.7797394,40.1,9,2,CF2,_SFLosucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,103.0166319,40.1,9
3,CF2,_SFLozucdEeet0YmmfbMwkw,Future Sales Item Filter,81.28408947,RestartComponent,84.09285736,40.1,9,3,CF2,_SFLozucdEeet0YmmfbMwkw,Future Sales Item Filter,81.28408947,RestartComponent,81.28408947,40.1,9
4,CF5,_SFMOXOcdEeet0YmmfbMwkw,Buy Now Item Filter,16.14241315,AddReplica,107.7168655,40.1,9,4,CF5,_SFMOXOcdEeet0YmmfbMwkw,Buy Now Item Filter,16.14241315,AddReplica,111.1947309,40.1,9
5,CF5,_SFLpG-cdEeet0YmmfbMwkw,Item Management Service,48.08613133,AddReplica,95.69760895,40.1,9,5,CF5,_SFLpG-cdEeet0YmmfbMwkw,Item Management Service,48.08613133,AddReplica,96.46300559,40.1,9
6,CF5,_SFLoe-cdEeet0YmmfbMwkw,Item Management Service,8.038405279,AddReplica,95.69760895,40.1,9,6,CF5,_SFLoe-cdEeet0YmmfbMwkw,Item Management Service,8.038405279,AddReplica,96.46300559,40.1,9
7,CF3,_SFLpJecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,40.1,9,7,CF3,_SFLpJecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,40.1,9
8,CF3,_SFLoqOcdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,HwRedeployComponent,133.945694,40.1,9,8,CF3,_SFLoqOcdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,HwRedeployComponent,129.7531016,40.1,9
9,CF3,_SFMOcecdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,HwRedeployComponent,92.80956268,40.1,9,9,CF3,_SFMOcecdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,HwRedeployComponent,94.41692189,40.1,9
1,CF2,_SFMO7ecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,638.0695801,41.1,12,1,CF2,_SFMO7ecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,638.4602918,41.1,12
2,CF2,_SFMQLecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,637.506897,41.1,12,2,CF2,_SFMPjecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,638.4602918,41.1,12
3,CF2,_SFMPjecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,631.5354004,41.1,12,3,CF2,_SFMQLecdEeet0YmmfbMwkw,Query Service,638.4602918,RestartComponent,638.4602918,41.1,12
4,CF1,_SFMQD-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,41.1,12,4,CF1,_SFMQD-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,41.1,12
5,CF2,_SFMPBucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,102.1155396,41.1,12,5,CF2,_SFMPBucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,103.0166319,41.1,12
6,CF5,_SFMQS-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,81.01885594,AddReplica,110.3416672,41.1,12,6,CF5,_SFMPnOcdEeet0YmmfbMwkw,Buy Now Item Filter,91.35984673,AddReplica,111.1947309,41.1,12
7,CF5,_SFMPnOcdEeet0YmmfbMwkw,Buy Now Item Filter,91.35984673,AddReplica,107.7168655,41.1,12,7,CF5,_SFMQS-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,81.01885594,AddReplica,107.0603777,41.1,12
8,CF5,_SFMPb-cdEeet0YmmfbMwkw,Item Management Service,23.82633836,AddReplica,95.69760895,41.1,12,8,CF5,_SFMPb-cdEeet0YmmfbMwkw,Item Management Service,23.82633836,AddReplica,96.46300559,41.1,12
9,CF5,_SFMOz-cdEeet0YmmfbMwkw,Item Management Service,31.44039603,AddReplica,95.69760895,41.1,12,9,CF5,_SFMOz-cdEeet0YmmfbMwkw,Item Management Service,31.44039603,AddReplica,96.46300559,41.1,12
10,CF3,_SFMPeecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.4852905,41.1,12,10,CF3,_SFMPeecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,41.1,12
11,CF3,_SFMQGecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.3314362,41.1,12,11,CF3,_SFMQGecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,HwRedeployComponent,192.0054015,41.1,12
12,CF3,_SFMPsecdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,HwRedeployComponent,92.80956268,41.1,12,12,CF3,_SFMPsecdEeet0YmmfbMwkw,Comment Item Filter,94.41692189,HwRedeployComponent,94.41692189,41.1,12
1,CF1,_SFM10ucdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,133.945694,42.1,10,1,CF1,_SFM10ucdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,129.7531016,42.1,10
2,CF5,_SFM2T-cdEeet0YmmfbMwkw,Bid and Buy Service,121.1049971,AddReplica,173.4966431,42.1,10,2,CF5,_SFM2T-cdEeet0YmmfbMwkw,Bid and Buy Service,121.1049971,AddReplica,171.7496872,42.1,10
3,CF1,_SFM2RecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,42.1,10,3,CF1,_SFM2RecdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,42.1,10
4,CF2,_SFM1-OcdEeet0YmmfbMwkw,Future Sales Item Filter,81.28408947,RestartComponent,84.09285736,42.1,10,4,CF2,_SFM1-OcdEeet0YmmfbMwkw,Future Sales Item Filter,81.28408947,RestartComponent,81.28408947,42.1,10
5,CF2,_SFM2mOcdEeet0YmmfbMwkw,Future Sales Item Filter,81.28408947,RestartComponent,84.09285736,42.1,10,5,CF2,_SFM2mOcdEeet0YmmfbMwkw,Future Sales Item Filter,81.28408947,RestartComponent,81.28408947,42.1,10
6,CF5,_SFM2cucdEeet0YmmfbMwkw,Buy Now Item Filter,56.74885984,AddReplica,107.7168655,42.1,10,6,CF5,_SFM2cucdEeet0YmmfbMwkw,Buy Now Item Filter,56.74885984,AddReplica,111.1947309,42.1,10
7,CF5,_SFM1pecdEeet0YmmfbMwkw,Item Management Service,13.36127499,AddReplica,95.69760895,42.1,10,7,CF5,_SFM1pecdEeet0YmmfbMwkw,Item Management Service,13.36127499,AddReplica,96.46300559,42.1,10
8,CF3,_SFMQIecdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,229.6420441,42.1,10,8,CF3,_SFMQIecdEeet0YmmfbMwkw,Inventory Service,235.3388632,HwRedeployComponent,235.3388632,42.1,10
9,CF3,_SFMQV-cdEeet0YmmfbMwkw,Category Item Filter,60.33906335,HwRedeployComponent,60.4541626,42.1,10,9,CF3,_SFMQV-cdEeet0YmmfbMwkw,Category Item Filter,60.33906335,HwRedeployComponent,60.33906335,42.1,10
10,CF3,_SFNcjucdEeet0YmmfbMwkw,Category Item Filter,60.33906335,HwRedeployComponent,60.4541626,42.1,10,10,CF3,_SFNcjucdEeet0YmmfbMwkw,Category Item Filter,60.33906335,HwRedeployComponent,60.33906335,42.1,10
1,CF2,_SFM2mOcdEeet0YmmfbMwkw,Future Sales Item Filter,81.28408947,RestartComponent,84.09285736,43.1,7,1,CF2,_SFM2mOcdEeet0YmmfbMwkw,Future Sales Item Filter,81.28408947,RestartComponent,81.28408947,43.1,7
2,CF5,_SFM2gecdEeet0YmmfbMwkw,Seller Reputation Item Filter,25.66302582,AddReplica,109.3945236,43.1,7,2,CF5,_SFM2gecdEeet0YmmfbMwkw,Seller Reputation Item Filter,25.66302582,AddReplica,107.0603777,43.1,7
3,CF5,_SFM25ecdEeet0YmmfbMwkw,Item Management Service,43.51352032,AddReplica,95.69760895,43.1,7,3,CF5,_SFM25ecdEeet0YmmfbMwkw,Item Management Service,43.51352032,AddReplica,96.46300559,43.1,7
4,CF3,_SFM2--cdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,223.225708,43.1,7,4,CF3,_SFM2--cdEeet0YmmfbMwkw,Reputation Service,224.4356896,HwRedeployComponent,224.4356896,43.1,7
5,CF3,_SFM2T-cdEeet0YmmfbMwkw,Bid and Buy Service,171.7496872,HwRedeployComponent,173.4966431,43.1,7,5,CF3,_SFM2T-cdEeet0YmmfbMwkw,Bid and Buy Service,171.7496872,HwRedeployComponent,171.7496872,43.1,7
6,CF3,_SFNclOcdEeet0YmmfbMwkw,Recommendation Item Filter,133.0201921,HwRedeployComponent,137.6525116,43.1,7,6,CF3,_SFNclOcdEeet0YmmfbMwkw,Recommendation Item Filter,133.0201921,HwRedeployComponent,133.0201921,43.1,7
7,CF5,_SFNceOcdEeet0YmmfbMwkw,Availability Item Filter,29.93291793,AddReplica,32.53542709,43.1,7,7,CF5,_SFNceOcdEeet0YmmfbMwkw,Availability Item Filter,29.93291793,AddReplica,36.91244634,43.1,7
1,CF1,_SFLBEecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,RestartComponent,192.3314362,44.1,25,1,CF1,_SFLAcecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,RestartComponent,192.0054015,44.1,25
2,CF1,_SFLAcecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,RestartComponent,192.1867523,44.1,25,2,CF1,_SFLBEecdEeet0YmmfbMwkw,Bid and Buy Service,192.0054015,RestartComponent,192.0054015,44.1,25
3,CF2,_SFLnd-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,140.0516968,44.1,25,3,CF2,_SFLnd-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,142.3709478,RestartComponent,142.3709478,44.1,25
4,CF1,_SFLnaOcdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,133.945694,44.1,25,4,CF1,_SFLnaOcdEeet0YmmfbMwkw,Buy Now Item Filter,129.7531016,RestartComponent,129.7531016,44.1,25
5,CF1,_SFLBp-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.306221,44.1,25,5,CF1,_SFLBp-cdEeet0YmmfbMwkw,Item Management Service,119.1233033,RestartComponent,119.1233033,44.1,25
6,CF1,_SFLAnucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,102.502121,44.1,25,6,CF1,_SFLAnucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,103.0166319,44.1,25
7,CF1,_SFLoEucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,102.502121,44.1,25,7,CF1,_SFLoEucdEeet0YmmfbMwkw,Region Item Filter,103.0166319,RestartComponent,103.0166319,44.1,25
8,CF1,_SFLnO-cdEeet0YmmfbMwkw,Item Management Service,97.37015589,RestartComponent,98.50447083,44.1,25,8,CF1,_SFLnO-cdEeet0YmmfbMwkw,Item Management Service,97.37015589,RestartComponent,97.37015589,44.1,25
9,CF1,_SFLn2-cdEeet0YmmfbMwkw,Item Management Service,96.46300559,RestartComponent,98.50447083,44.1,25,9,CF1,_SFLn2-cdEeet0YmmfbMwkw,Item Management Service,96.46300559,RestartComponent,96.46300559,44.1,25
