Preditcted_Index,Preditcted_Failure,Preditcted_Affected_Component_Uid,"	Preditcted_Affected_Component","	Preditcted_Utility_Drop","	Preditcted_Rule",Preditcted_Utility_Increase,CycleID,CycleSize,Preditcted_Index2,Preditcted_Failure3,Preditcted_Affected_Component_Uid4,"	Preditcted_Affected_Component5","	Preditcted_Utility_Drop6","	Preditcted_Rule7",Preditcted_Utility_Increase8,CycleID9,CycleSize10
9,CF3,_SFJzXecdEeet0YmmfbMwkw,Inventory Service,149.3546632,HwRedeployComponent,149.3546632,34.2,16,9,CF3,_SFJzXecdEeet0YmmfbMwkw,Inventory Service,149.3546632,HwRedeployComponent,149.3546632,34.2,16
10,CF1,_SFKZ7ecdEeet0YmmfbMwkw,Availability Item Filter,146.7219448,RestartComponent,146.7219448,34.2,16,10,CF1,_SFKZ7ecdEeet0YmmfbMwkw,Availability Item Filter,146.7219448,RestartComponent,146.7219448,34.2,16
11,CF1,_SFKZQ-cdEeet0YmmfbMwkw,Past Sales Item Filter,126.3775025,RestartComponent,126.3775025,34.2,16,11,CF1,_SFKZQ-cdEeet0YmmfbMwkw,Past Sales Item Filter,126.3775025,RestartComponent,126.3775025,34.2,16
12,CF3,_SFKag-cdEeet0YmmfbMwkw,Past Sales Item Filter,119.9808098,HwRedeployComponent,119.9808098,34.2,16,12,CF3,_SFKag-cdEeet0YmmfbMwkw,Past Sales Item Filter,119.9808098,HwRedeployComponent,119.9808098,34.2,16
13,CF2,_SFJzmecdEeet0YmmfbMwkw,Recommendation Item Filter,93.84071824,RestartComponent,93.84071824,34.2,16,13,CF2,_SFJzmecdEeet0YmmfbMwkw,Recommendation Item Filter,93.84071824,RestartComponent,93.84071824,34.2,16
14,CF3,_SFKZ4-cdEeet0YmmfbMwkw,Past Sales Item Filter,87.79044782,HwRedeployComponent,87.79044782,34.2,16,14,CF3,_SFKZ4-cdEeet0YmmfbMwkw,Past Sales Item Filter,87.79044782,HwRedeployComponent,87.79044782,34.2,16
15,CF1,_SFJzfecdEeet0YmmfbMwkw,Availability Item Filter,83.66063353,RestartComponent,83.66063353,34.2,16,15,CF1,_SFJzfecdEeet0YmmfbMwkw,Availability Item Filter,83.66063353,RestartComponent,83.66063353,34.2,16
16,CF3,_SFJzc-cdEeet0YmmfbMwkw,Past Sales Item Filter,46.53831586,HwRedeployComponent,46.53831586,34.2,16,16,CF3,_SFJzc-cdEeet0YmmfbMwkw,Past Sales Item Filter,46.53831586,HwRedeployComponent,46.53831586,34.2,16
1,CF2,_SEu7n-cdEeet0YmmfbMwkw,Persistence Service,304.2905226,RestartComponent,304.2905226,35.2,20,1,CF2,_SEu7n-cdEeet0YmmfbMwkw,Persistence Service,304.2905226,RestartComponent,304.2905226,35.2,20
2,CF3,_SEu7mecdEeet0YmmfbMwkw,Reputation Service,286.787254,HwRedeployComponent,286.787254,35.2,20,2,CF1,_SEu7g-cdEeet0YmmfbMwkw,Item Management Service,289.7406914,RestartComponent,289.7406914,35.2,20
3,CF3,_SE9lYOcdEeet0YmmfbMwkw,Item Management Service,288.4933418,HwRedeployComponent,288.4933418,35.2,20,3,CF3,_SE9lYOcdEeet0YmmfbMwkw,Item Management Service,288.4933418,HwRedeployComponent,288.4933418,35.2,20
4,CF1,_SEu7g-cdEeet0YmmfbMwkw,Item Management Service,289.7406914,RestartComponent,289.7406914,35.2,20,4,CF3,_SEu7mecdEeet0YmmfbMwkw,Reputation Service,286.787254,HwRedeployComponent,286.787254,35.2,20
5,CF2,_SEu7v-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,227.934153,RestartComponent,227.934153,35.2,20,5,CF2,_SEu7v-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,227.934153,RestartComponent,227.934153,35.2,20
6,CF3,_SEu7tecdEeet0YmmfbMwkw,Availability Item Filter,226.1201415,HwRedeployComponent,226.1201415,35.2,20,6,CF3,_SEu7tecdEeet0YmmfbMwkw,Availability Item Filter,226.1201415,HwRedeployComponent,226.1201415,35.2,20
7,CF1,_SE0bW-cdEeet0YmmfbMwkw,Buy Now Item Filter,210.1748901,RestartComponent,210.1748901,35.2,20,7,CF1,_SE0bW-cdEeet0YmmfbMwkw,Buy Now Item Filter,210.1748901,RestartComponent,210.1748901,35.2,20
8,CF3,_SEvisucdEeet0YmmfbMwkw,Reputation Service,128.5944685,HwRedeployComponent,128.5944685,35.2,20,8,CF3,_SEvinOcdEeet0YmmfbMwkw,Item Management Service,129.2850671,HwRedeployComponent,129.2850671,35.2,20
9,CF3,_SEvinOcdEeet0YmmfbMwkw,Item Management Service,129.2850671,HwRedeployComponent,129.2850671,35.2,20,9,CF3,_SEvisucdEeet0YmmfbMwkw,Reputation Service,128.5944685,HwRedeployComponent,128.5944685,35.2,20
10,CF1,_SEuUO-cdEeet0YmmfbMwkw,Item Management Service,125.5866217,RestartComponent,125.5866217,35.2,20,10,CF1,_SEuUO-cdEeet0YmmfbMwkw,Item Management Service,125.5866217,RestartComponent,125.5866217,35.2,20
11,CF1,_SEuUaOcdEeet0YmmfbMwkw,Buy Now Item Filter,97.07323515,RestartComponent,97.07323515,35.2,20,11,CF1,_SEuUaOcdEeet0YmmfbMwkw,Buy Now Item Filter,97.07323515,RestartComponent,97.07323515,35.2,20
12,CF3,_SEwwr-cdEeet0YmmfbMwkw,Inventory Service,93.78371651,HwRedeployComponent,93.78371651,35.2,20,12,CF3,_SEwwr-cdEeet0YmmfbMwkw,Inventory Service,93.78371651,HwRedeployComponent,93.78371651,35.2,20
13,CF2,_SEuUcucdEeet0YmmfbMwkw,Region Item Filter,73.37404785,RestartComponent,73.37404785,35.2,20,13,CF2,_SEuUcucdEeet0YmmfbMwkw,Region Item Filter,73.37404785,RestartComponent,73.37404785,35.2,20
14,CF1,_SEwwnecdEeet0YmmfbMwkw,Item Management Service,66.73334914,RestartComponent,66.73334914,35.2,20,14,CF1,_SEwwnecdEeet0YmmfbMwkw,Item Management Service,66.73334914,RestartComponent,66.73334914,35.2,20
15,CF3,_SEvi5OcdEeet0YmmfbMwkw,Category Item Filter,58.55074861,HwRedeployComponent,58.55074861,35.2,20,15,CF3,_SEvi5OcdEeet0YmmfbMwkw,Category Item Filter,58.55074861,HwRedeployComponent,58.55074861,35.2,20
16,CF1,_SEz0QOcdEeet0YmmfbMwkw,Item Management Service,48.51166737,RestartComponent,48.51166737,35.2,20,16,CF1,_SEz0QOcdEeet0YmmfbMwkw,Item Management Service,48.51166737,RestartComponent,48.51166737,35.2,20
17,CF1,_SEz0cucdEeet0YmmfbMwkw,Availability Item Filter,34.3838332,RestartComponent,34.3838332,35.2,20,17,CF2,_SEx-s-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,35.61454892,RestartComponent,35.61454892,35.2,20
18,CF2,_SEx-s-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,35.61454892,RestartComponent,35.61454892,35.2,20,18,CF1,_SEz0cucdEeet0YmmfbMwkw,Availability Item Filter,34.3838332,RestartComponent,34.3838332,35.2,20
19,CF3,_SE5TwucdEeet0YmmfbMwkw,Past Sales Item Filter,25.13892315,HwRedeployComponent,25.13892315,35.2,20,19,CF3,_SE5TwucdEeet0YmmfbMwkw,Past Sales Item Filter,25.13892315,HwRedeployComponent,25.13892315,35.2,20
20,CF1,_SEzM9-cdEeet0YmmfbMwkw,Item Management Service,5.461924507,RestartComponent,5.461924507,35.2,20,20,CF1,_SEzM9-cdEeet0YmmfbMwkw,Item Management Service,5.461924507,RestartComponent,5.461924507,35.2,20
1,CF1,_SEwwu-cdEeet0YmmfbMwkw,Query Service,419.2338038,RestartComponent,419.2338038,36.2,17,1,CF1,_SE23oOcdEeet0YmmfbMwkw,Query Service,453.8654144,RestartComponent,453.8654144,36.2,17
2,CF1,_SE23oOcdEeet0YmmfbMwkw,Query Service,453.8654144,RestartComponent,453.8654144,36.2,17,2,CF1,_SEwwu-cdEeet0YmmfbMwkw,Query Service,419.2338038,RestartComponent,419.2338038,36.2,17
3,CF1,_SEx-lecdEeet0YmmfbMwkw,Query Service,337.6221674,RestartComponent,337.6221674,36.2,17,3,CF1,_SEx-lecdEeet0YmmfbMwkw,Query Service,337.6221674,RestartComponent,337.6221674,36.2,17
4,CF1,_SEu7pecdEeet0YmmfbMwkw,Last Second Sales Item Filter,287.9633935,RestartComponent,287.9633935,36.2,17,4,CF1,_SEu7pecdEeet0YmmfbMwkw,Last Second Sales Item Filter,287.9633935,RestartComponent,287.9633935,36.2,17
5,CF1,_SE1Cp-cdEeet0YmmfbMwkw,Persistence Service,234.8421494,RestartComponent,234.8421494,36.2,17,5,CF1,_SE1Cp-cdEeet0YmmfbMwkw,Persistence Service,234.8421494,RestartComponent,234.8421494,36.2,17
6,CF1,_SE0bSucdEeet0YmmfbMwkw,Persistence Service,231.4241715,RestartComponent,231.4241715,36.2,17,6,CF1,_SE0bSucdEeet0YmmfbMwkw,Persistence Service,231.4241715,RestartComponent,231.4241715,36.2,17
7,CF1,_SE1CB-cdEeet0YmmfbMwkw,Persistence Service,179.6643561,RestartComponent,179.6643561,36.2,17,7,CF1,_SE1CB-cdEeet0YmmfbMwkw,Persistence Service,179.6643561,RestartComponent,179.6643561,36.2,17
8,CF1,_SEx_M-cdEeet0YmmfbMwkw,Persistence Service,160.4786887,RestartComponent,160.4786887,36.2,17,8,CF1,_SEx_M-cdEeet0YmmfbMwkw,Persistence Service,160.4786887,RestartComponent,160.4786887,36.2,17
9,CF1,_SE3ehOcdEeet0YmmfbMwkw,Persistence Service,132.2684234,RestartComponent,132.2684234,36.2,17,9,CF1,_SE3ehOcdEeet0YmmfbMwkw,Persistence Service,132.2684234,RestartComponent,132.2684234,36.2,17
10,CF1,_SEuUV-cdEeet0YmmfbMwkw,Persistence Service,109.621942,RestartComponent,109.621942,36.2,17,10,CF1,_SEuUV-cdEeet0YmmfbMwkw,Persistence Service,109.621942,RestartComponent,109.621942,36.2,17
11,CF1,_SE2QdecdEeet0YmmfbMwkw,Persistence Service,70.87025995,RestartComponent,70.87025995,36.2,17,11,CF1,_SE2QdecdEeet0YmmfbMwkw,Persistence Service,70.87025995,RestartComponent,70.87025995,36.2,17
12,CF1,_SEvixOcdEeet0YmmfbMwkw,Past Sales Item Filter,56.24135119,RestartComponent,56.24135119,36.2,17,12,CF1,_SEvixOcdEeet0YmmfbMwkw,Past Sales Item Filter,56.24135119,RestartComponent,56.24135119,36.2,17
13,CF1,_SEymIOcdEeet0YmmfbMwkw,Persistence Service,42.10358578,RestartComponent,42.10358578,36.2,17,13,CF1,_SEymIOcdEeet0YmmfbMwkw,Persistence Service,42.10358578,RestartComponent,42.10358578,36.2,17
14,CF1,_SEz0XOcdEeet0YmmfbMwkw,Persistence Service,40.94403211,RestartComponent,40.94403211,36.2,17,14,CF1,_SEz0XOcdEeet0YmmfbMwkw,Persistence Service,40.94403211,RestartComponent,40.94403211,36.2,17
15,CF1,_SExXpucdEeet0YmmfbMwkw,Persistence Service,5.287448106,RestartComponent,5.287448106,36.2,17,15,CF1,_SEwJwecdEeet0YmmfbMwkw,Persistence Service,6.774312313,RestartComponent,6.774312313,36.2,17
16,CF1,_SEzNE-cdEeet0YmmfbMwkw,Persistence Service,2.93856969,RestartComponent,2.93856969,36.2,17,16,CF1,_SExXpucdEeet0YmmfbMwkw,Persistence Service,5.287448106,RestartComponent,5.287448106,36.2,17
17,CF1,_SEwJwecdEeet0YmmfbMwkw,Persistence Service,6.774312313,RestartComponent,6.774312313,36.2,17,17,CF1,_SEzNE-cdEeet0YmmfbMwkw,Persistence Service,2.93856969,RestartComponent,2.93856969,36.2,17
1,CF1,_SFM2TOcdEeet0YmmfbMwkw,Authentication Service,654.6632895,ReplaceComponent,693.8632895,37.2,10,1,CF1,_SFM2TOcdEeet0YmmfbMwkw,Authentication Service,654.6632895,ReplaceComponent,693.8632895,37.2,10
2,CF3,_SFOEm-cdEeet0YmmfbMwkw,Authentication Service,608.4844653,ReplaceComponent,644.8844653,37.2,10,2,CF3,_SFOEm-cdEeet0YmmfbMwkw,Authentication Service,608.4844653,ReplaceComponent,644.8844653,37.2,10
3,CF3,_SFM27OcdEeet0YmmfbMwkw,Authentication Service,370.1043965,ReplaceComponent,392.5043965,37.2,10,3,CF3,_SFM27OcdEeet0YmmfbMwkw,Authentication Service,370.1043965,ReplaceComponent,392.5043965,37.2,10
4,CF1,_SFOD--cdEeet0YmmfbMwkw,Authentication Service,318.5058281,ReplaceComponent,338.1058281,37.2,10,4,CF1,_SFOD--cdEeet0YmmfbMwkw,Authentication Service,318.5058281,ReplaceComponent,338.1058281,37.2,10
5,CF1,_SFNeLecdEeet0YmmfbMwkw,Authentication Service,226.2174134,ReplaceComponent,240.2174134,37.2,10,5,CF3,_SFNc7ecdEeet0YmmfbMwkw,Authentication Service,226.3548786,ReplaceComponent,240.3548786,37.2,10
6,CF3,_SFNc7ecdEeet0YmmfbMwkw,Authentication Service,226.3548786,ReplaceComponent,240.3548786,37.2,10,6,CF1,_SFNeLecdEeet0YmmfbMwkw,Authentication Service,226.2174134,ReplaceComponent,240.2174134,37.2,10
7,CF1,_SFNdjecdEeet0YmmfbMwkw,Authentication Service,223.4032261,ReplaceComponent,237.4032261,37.2,10,7,CF1,_SFNdjecdEeet0YmmfbMwkw,Authentication Service,223.4032261,ReplaceComponent,237.4032261,37.2,10
8,CF3,_SFOFO-cdEeet0YmmfbMwkw,Authentication Service,130.5438713,ReplaceComponent,138.9438713,37.2,10,8,CF1,_SFLBp-cdEeet0YmmfbMwkw,Item Management Service,145.6659648,RestartComponent,145.6659648,37.2,10
9,CF1,_SFLBp-cdEeet0YmmfbMwkw,Item Management Service,145.6659648,RestartComponent,145.6659648,37.2,10,9,CF3,_SFOFO-cdEeet0YmmfbMwkw,Authentication Service,130.5438713,ReplaceComponent,138.9438713,37.2,10
10,CF1,_SFLB6ecdEeet0YmmfbMwkw,Comment Item Filter,97.22334217,RestartComponent,97.22334217,37.2,10,10,CF1,_SFLB6ecdEeet0YmmfbMwkw,Comment Item Filter,97.22334217,RestartComponent,97.22334217,37.2,10
1,CF3,_SFLBuecdEeet0YmmfbMwkw,Inventory Service,205.0052874,HwRedeployComponent,205.0052874,38.2,10,1,CF3,_SFLBuecdEeet0YmmfbMwkw,Inventory Service,205.0052874,HwRedeployComponent,205.0052874,38.2,10
2,CF1,_SFLohecdEeet0YmmfbMwkw,Bid and Buy Service,75.07305823,RestartComponent,75.07305823,38.2,10,2,CF1,_SFLohecdEeet0YmmfbMwkw,Bid and Buy Service,75.07305823,RestartComponent,75.07305823,38.2,10
3,CF1,_SFLnO-cdEeet0YmmfbMwkw,Item Management Service,46.01836673,RestartComponent,46.01836673,38.2,10,3,CF1,_SFLnO-cdEeet0YmmfbMwkw,Item Management Service,46.01836673,RestartComponent,46.01836673,38.2,10
4,CF1,_SFLnUecdEeet0YmmfbMwkw,Reputation Service,45.78352352,RestartComponent,45.78352352,38.2,10,4,CF1,_SFLnUecdEeet0YmmfbMwkw,Reputation Service,45.78352352,RestartComponent,45.78352352,38.2,10
5,CF2,_SFLnY-cdEeet0YmmfbMwkw,Past Sales Item Filter,19.81802208,RestartComponent,19.81802208,38.2,10,5,CF2,_SFLnY-cdEeet0YmmfbMwkw,Past Sales Item Filter,19.81802208,RestartComponent,19.81802208,38.2,10
6,CF3,_SFLn5ecdEeet0YmmfbMwkw,Bid and Buy Service,15.46453081,HwRedeployComponent,15.46453081,38.2,10,6,CF3,_SFLn5ecdEeet0YmmfbMwkw,Bid and Buy Service,15.46453081,HwRedeployComponent,15.46453081,38.2,10
7,CF1,_SFLoF-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,5.523838986,RestartComponent,5.523838986,38.2,10,7,CF1,_SFLn8ecdEeet0YmmfbMwkw,Reputation Service,6.772568093,RestartComponent,6.772568093,38.2,10
8,CF1,_SFLn2-cdEeet0YmmfbMwkw,Item Management Service,6.23572069,RestartComponent,6.23572069,38.2,10,8,CF1,_SFLn2-cdEeet0YmmfbMwkw,Item Management Service,6.23572069,RestartComponent,6.23572069,38.2,10
9,CF1,_SFLn8ecdEeet0YmmfbMwkw,Reputation Service,6.772568093,RestartComponent,6.772568093,38.2,10,9,CF1,_SFLoF-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,5.523838986,RestartComponent,5.523838986,38.2,10
10,CF2,_SFLoA-cdEeet0YmmfbMwkw,Past Sales Item Filter,-2.564308194,ReplaceComponent,0,38.2,10,10,CF2,_SFLoA-cdEeet0YmmfbMwkw,Past Sales Item Filter,-2.564308194,ReplaceComponent,0,38.2,10
1,CF1,_SFLnO-cdEeet0YmmfbMwkw,Item Management Service,46.01836673,RestartComponent,46.01836673,39.2,3,1,CF1,_SFLnO-cdEeet0YmmfbMwkw,Item Management Service,46.01836673,RestartComponent,46.01836673,39.2,3
2,CF3,_SFLnfecdEeet0YmmfbMwkw,Comment Item Filter,27.91806804,HwRedeployComponent,27.91806804,39.2,3,2,CF3,_SFLnfecdEeet0YmmfbMwkw,Comment Item Filter,27.91806804,HwRedeployComponent,27.91806804,39.2,3
3,CF3,_SFLn7ecdEeet0YmmfbMwkw,Inventory Service,12.87649072,HwRedeployComponent,12.87649072,39.2,3,3,CF3,_SFLn7ecdEeet0YmmfbMwkw,Inventory Service,12.87649072,HwRedeployComponent,12.87649072,39.2,3
1,CF2,_SFLomecdEeet0YmmfbMwkw,Query Service,258.9906201,RestartComponent,258.9906201,40.2,9,1,CF2,_SFLomecdEeet0YmmfbMwkw,Query Service,258.9906201,RestartComponent,258.9906201,40.2,9
2,CF3,_SFLpJecdEeet0YmmfbMwkw,Bid and Buy Service,109.2553829,HwRedeployComponent,109.2553829,40.2,9,2,CF3,_SFLpJecdEeet0YmmfbMwkw,Bid and Buy Service,109.2553829,HwRedeployComponent,109.2553829,40.2,9
3,CF1,_SFLpG-cdEeet0YmmfbMwkw,Item Management Service,67.93626614,RestartComponent,67.93626614,40.2,9,3,CF1,_SFLpG-cdEeet0YmmfbMwkw,Item Management Service,67.93626614,RestartComponent,67.93626614,40.2,9
4,CF1,_SFMOXOcdEeet0YmmfbMwkw,Buy Now Item Filter,53.88085004,RestartComponent,53.88085004,40.2,9,4,CF1,_SFMOXOcdEeet0YmmfbMwkw,Buy Now Item Filter,53.88085004,RestartComponent,53.88085004,40.2,9
5,CF1,_SFLoe-cdEeet0YmmfbMwkw,Item Management Service,45.67165612,RestartComponent,45.67165612,40.2,9,5,CF3,_SFMOcecdEeet0YmmfbMwkw,Comment Item Filter,45.86911149,HwRedeployComponent,45.86911149,40.2,9
6,CF3,_SFMOcecdEeet0YmmfbMwkw,Comment Item Filter,45.86911149,HwRedeployComponent,45.86911149,40.2,9,6,CF1,_SFLoe-cdEeet0YmmfbMwkw,Item Management Service,45.67165612,RestartComponent,45.67165612,40.2,9
7,CF3,_SFLoqOcdEeet0YmmfbMwkw,Buy Now Item Filter,34.21777812,HwRedeployComponent,34.21777812,40.2,9,7,CF3,_SFLoqOcdEeet0YmmfbMwkw,Buy Now Item Filter,34.21777812,HwRedeployComponent,34.21777812,40.2,9
8,CF2,_SFLozucdEeet0YmmfbMwkw,Future Sales Item Filter,29.89589043,RestartComponent,29.89589043,40.2,9,8,CF2,_SFLozucdEeet0YmmfbMwkw,Future Sales Item Filter,29.89589043,RestartComponent,29.89589043,40.2,9
9,CF2,_SFLosucdEeet0YmmfbMwkw,Region Item Filter,25.55819903,RestartComponent,25.55819903,40.2,9,9,CF2,_SFLosucdEeet0YmmfbMwkw,Region Item Filter,25.55819903,RestartComponent,25.55819903,40.2,9
1,CF2,_SFMO7ecdEeet0YmmfbMwkw,Query Service,1337.506631,RestartComponent,1337.506631,41.2,12,1,CF2,_SFMO7ecdEeet0YmmfbMwkw,Query Service,1337.506631,RestartComponent,1337.506631,41.2,12
2,CF2,_SFMQLecdEeet0YmmfbMwkw,Query Service,798.3253597,RestartComponent,798.3253597,41.2,12,2,CF2,_SFMQLecdEeet0YmmfbMwkw,Query Service,798.3253597,RestartComponent,798.3253597,41.2,12
3,CF1,_SFMOz-cdEeet0YmmfbMwkw,Item Management Service,286.0145286,RestartComponent,286.0145286,41.2,12,3,CF1,_SFMOz-cdEeet0YmmfbMwkw,Item Management Service,286.0145286,RestartComponent,286.0145286,41.2,12
4,CF3,_SFMQGecdEeet0YmmfbMwkw,Bid and Buy Service,255.5459942,HwRedeployComponent,255.5459942,41.2,12,4,CF3,_SFMQGecdEeet0YmmfbMwkw,Bid and Buy Service,255.5459942,HwRedeployComponent,255.5459942,41.2,12
5,CF1,_SFMQD-cdEeet0YmmfbMwkw,Item Management Service,167.2312004,RestartComponent,167.2312004,41.2,12,5,CF1,_SFMQD-cdEeet0YmmfbMwkw,Item Management Service,167.2312004,RestartComponent,167.2312004,41.2,12
6,CF2,_SFMPBucdEeet0YmmfbMwkw,Region Item Filter,166.8097557,RestartComponent,166.8097557,41.2,12,6,CF2,_SFMPBucdEeet0YmmfbMwkw,Region Item Filter,166.8097557,RestartComponent,166.8097557,41.2,12
7,CF1,_SFMQS-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,130.5846051,RestartComponent,130.5846051,41.2,12,7,CF1,_SFMQS-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,130.5846051,RestartComponent,130.5846051,41.2,12
8,CF2,_SFMPjecdEeet0YmmfbMwkw,Query Service,77.13970561,RestartComponent,77.13970561,41.2,12,8,CF2,_SFMPjecdEeet0YmmfbMwkw,Query Service,77.13970561,RestartComponent,77.13970561,41.2,12
9,CF3,_SFMPeecdEeet0YmmfbMwkw,Bid and Buy Service,16.29563313,HwRedeployComponent,16.29563313,41.2,12,9,CF3,_SFMPeecdEeet0YmmfbMwkw,Bid and Buy Service,16.29563313,HwRedeployComponent,16.29563313,41.2,12
10,CF1,_SFMPnOcdEeet0YmmfbMwkw,Buy Now Item Filter,5.803420078,RestartComponent,5.803420078,41.2,12,10,CF1,_SFMPb-cdEeet0YmmfbMwkw,Item Management Service,6.542362689,RestartComponent,6.542362689,41.2,12
11,CF1,_SFMPb-cdEeet0YmmfbMwkw,Item Management Service,6.542362689,RestartComponent,6.542362689,41.2,12,11,CF1,_SFMPnOcdEeet0YmmfbMwkw,Buy Now Item Filter,5.803420078,RestartComponent,5.803420078,41.2,12
12,CF3,_SFMPsecdEeet0YmmfbMwkw,Comment Item Filter,2.379928205,HwRedeployComponent,2.379928205,41.2,12,12,CF3,_SFMPsecdEeet0YmmfbMwkw,Comment Item Filter,2.379928205,HwRedeployComponent,2.379928205,41.2,12
1,CF1,_SE9lfucdEeet0YmmfbMwkw,Query Service,1878.45468,RestartComponent,1878.45468,42.2,10,1,CF1,_SE9lfucdEeet0YmmfbMwkw,Query Service,1878.45468,RestartComponent,1878.45468,42.2,10
2,CF2,_SFM1w-cdEeet0YmmfbMwkw,Query Service,616.1222275,RestartComponent,616.1222275,42.2,10,2,CF2,_SFM1w-cdEeet0YmmfbMwkw,Query Service,616.1222275,RestartComponent,616.1222275,42.2,10
3,CF1,_SEwwu-cdEeet0YmmfbMwkw,Query Service,419.2338038,RestartComponent,419.2338038,42.2,10,3,CF1,_SEwwu-cdEeet0YmmfbMwkw,Query Service,419.2338038,RestartComponent,419.2338038,42.2,10
4,CF1,_SFOrf-cdEeet0YmmfbMwkw,Reputation Service,246.1974459,RestartComponent,246.1974459,42.2,10,4,CF1,_SFOrf-cdEeet0YmmfbMwkw,Reputation Service,246.1974459,RestartComponent,246.1974459,42.2,10
5,CF2,_SFM2YecdEeet0YmmfbMwkw,Persistence Service,234.3938454,RestartComponent,234.3938454,42.2,10,5,CF2,_SFM2YecdEeet0YmmfbMwkw,Persistence Service,234.3938454,RestartComponent,234.3938454,42.2,10
6,CF3,_SFMQK-cdEeet0YmmfbMwkw,Persistence Service,176.2034443,HwRedeployComponent,176.2034443,42.2,10,6,CF3,_SFMQK-cdEeet0YmmfbMwkw,Persistence Service,176.2034443,HwRedeployComponent,176.2034443,42.2,10
7,CF3,_SEu7uucdEeet0YmmfbMwkw,Region Item Filter,168.0792313,HwRedeployComponent,168.0792313,42.2,10,7,CF3,_SEu7uucdEeet0YmmfbMwkw,Region Item Filter,168.0792313,HwRedeployComponent,168.0792313,42.2,10
8,CF1,_SEx_TucdEeet0YmmfbMwkw,Region Item Filter,109.8667295,RestartComponent,109.8667295,42.2,10,8,CF1,_SEx_TucdEeet0YmmfbMwkw,Region Item Filter,109.8667295,RestartComponent,109.8667295,42.2,10
9,CF1,_SEuUcucdEeet0YmmfbMwkw,Region Item Filter,73.37404785,RestartComponent,73.37404785,42.2,10,9,CF3,_SFMQV-cdEeet0YmmfbMwkw,Category Item Filter,75.81999908,HwRedeployComponent,75.81999908,42.2,10
10,CF3,_SFMQV-cdEeet0YmmfbMwkw,Category Item Filter,75.81999908,HwRedeployComponent,75.81999908,42.2,10,10,CF1,_SEuUcucdEeet0YmmfbMwkw,Region Item Filter,73.37404785,RestartComponent,73.37404785,42.2,10
1,CF3,_SE57RecdEeet0YmmfbMwkw,Query Service,1500.254488,HwRedeployComponent,1500.254488,43.2,7,1,CF3,_SE57RecdEeet0YmmfbMwkw,Query Service,1500.254488,HwRedeployComponent,1500.254488,43.2,7
2,CF2,_SFM2YecdEeet0YmmfbMwkw,Persistence Service,234.3938454,RestartComponent,234.3938454,43.2,7,2,CF2,_SFM2YecdEeet0YmmfbMwkw,Persistence Service,234.3938454,RestartComponent,234.3938454,43.2,7
3,CF3,_SEu7v-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,227.934153,HwRedeployComponent,227.934153,43.2,7,3,CF3,_SEu7v-cdEeet0YmmfbMwkw,Seller Reputation Item Filter,227.934153,HwRedeployComponent,227.934153,43.2,7
4,CF3,_SFM2h-cdEeet0YmmfbMwkw,Comment Item Filter,182.1524833,HwRedeployComponent,182.1524833,43.2,7,4,CF3,_SFM2h-cdEeet0YmmfbMwkw,Comment Item Filter,182.1524833,HwRedeployComponent,182.1524833,43.2,7
5,CF3,_SE56necdEeet0YmmfbMwkw,Reputation Service,149.712539,HwRedeployComponent,149.712539,43.2,7,5,CF3,_SE56necdEeet0YmmfbMwkw,Reputation Service,149.712539,HwRedeployComponent,149.712539,43.2,7
6,CF3,_SFNcYucdEeet0YmmfbMwkw,Persistence Service,128.3468299,HwRedeployComponent,128.3468299,43.2,7,6,CF3,_SFNcYucdEeet0YmmfbMwkw,Persistence Service,128.3468299,HwRedeployComponent,128.3468299,43.2,7
7,CF3,_SE6h9-cdEeet0YmmfbMwkw,Persistence Service,8.522013459,HwRedeployComponent,8.522013459,43.2,7,7,CF3,_SE6h9-cdEeet0YmmfbMwkw,Persistence Service,8.522013459,HwRedeployComponent,8.522013459,43.2,7
1,CF3,_SFLBxecdEeet0YmmfbMwkw,Query Service,851.0785567,HwRedeployComponent,851.0785567,44.2,25,1,CF3,_SFLBxecdEeet0YmmfbMwkw,Query Service,851.0785567,HwRedeployComponent,851.0785567,44.2,25
2,CF1,_SFLBEecdEeet0YmmfbMwkw,Bid and Buy Service,407.3678365,RestartComponent,407.3678365,44.2,25,2,CF1,_SFLBEecdEeet0YmmfbMwkw,Bid and Buy Service,407.3678365,RestartComponent,407.3678365,44.2,25
3,CF3,_SFLBHecdEeet0YmmfbMwkw,Reputation Service,269.0722865,HwRedeployComponent,269.0722865,44.2,25,3,CF3,_SFLBHecdEeet0YmmfbMwkw,Reputation Service,269.0722865,HwRedeployComponent,269.0722865,44.2,25
4,CF3,_SFLBKecdEeet0YmmfbMwkw,Last Second Sales Item Filter,268.794321,HwRedeployComponent,268.794321,44.2,25,4,CF3,_SFLBKecdEeet0YmmfbMwkw,Last Second Sales Item Filter,268.794321,HwRedeployComponent,268.794321,44.2,25
